id,Name,Nationality,Art_movement,Birth_date,Death_date,Age,Century,Zodiac,Birth_country,Birth_city,Birth_continent,Death_country,Death_city,Field,Genre,Marriage,Art_institution,Teaching,Awards,Artwork_URL,Style,Image_Genre,Object,Color,Tone,Composition,intro_url
60,Marjorie Virginia Strider,American,Pop||Avant-garde,1931/1/26,2014/8/27,83.0,20th-21st,Aquarius,United States,Oklahoma,North America,United States,Saugerties,Painting || Sculpture || Other,,Married,Kansas City Art Institute,0,0,https://uploads8.wikiart.org/images/marjorie-strider/girl-with-radish-1963.jpg!PinterestSmall.jpg,Popular,Other,,Other,,,https://www.wikiart.org/en/marjorie-strider/girl-with-radish-1963
61,Alexander Skunder Boghossian,American||Armenians||Ethiopians,,1937/7/22,2003/5/4,65.0,20th-21st,Cancer,Ethiopia,Addis Ababa,Africa,United States,Washington|| D.C.,Painting || Other,,Unknown,Central Saint Martins (CSM)|| London|| UK||UCL Slade School of Fine Art (University College London)|| London|| UK||Academie de la Grande Chaumiere|| Paris|| France,1,1,https://uploads1.wikiart.org/images/alexander-boghossian/african-images-1980.jpg!PinterestSmall.jpg,Modernism,Figuration,Stylized Figures,Green || Blue,Neutral,Geometric Arrangement,https://www.wikiart.org/en/alexander-boghossian/african-images-1980
62,Arman,French||American,,1928/11/17,2005/10/22,76.0,20th-21st,Scorpio,France,Nice,Europe,United States,New York,Painting,Abstract || Other,Unknown,,1,0,https://uploads8.wikiart.org/images/arman/red-tubes-of-paint-1980.jpg!PinterestSmall.jpg,Modernism,Other,,Red,Bright,Dense|| Layered,https://www.wikiart.org/en/arman/red-tubes-of-paint-1980
63,Balthasar Klossowski de Rola,French,Modern,1908/2/29,2001/2/18,92.0,20th-21st,Pisces,France,Paris,Europe,Switzerland,Rossiniere,Painting,,Remarried,Ecole de Paris,0,0,https://uploads2.wikiart.org/images/balthus/the-street-1933.jpg!PinterestSmall.jpg,Modernism,Narrative,People|| Buildings|| Street,Other,Neutral,Balanced|| With A Focus On The Central Figures||Activity,https://www.wikiart.org/en/balthus/the-street-1933
64,Tove Marika Jansson,Finnish||Swedish,,1914/8/9,2001/6/27,86.0,20th-21st,Leo,Finland,Helsinki,Europe,Finland,Helsinki,Painting || Illustration || Other,Other,Unknown,University College of Arts|| Crafts||Design||Finnish Academy of Fine Arts||L'école des Beaux-Arts,0,1,https://uploads8.wikiart.org/00334/images/tove-jansson/abstract-sea-1963.jpg!PinterestSmall.jpg,Abstraction,Landscape,Waves,Blue,Dark,Dynamic,https://www.wikiart.org/en/tove-jansson/abstract-sea-1963
65,J?rg Immendorff,German,Neue Wilde,1945/6/14,2007/5/28,61.0,20th-21st,Gemini,Germany,Bleckede,Europe,Germany,Düsseldorf,Painting || Sculpture || Other,Other,Unknown,Kunstakademie Dusseldorf||Stadelschule Frankfurt,1,0,https://uploads0.wikiart.org/images/jorg-immendorff/marcel-s-salvation-1988.jpg!PinterestSmall.jpg,Modernism,Portraiture,People|| Chairs|| Abstract Shapes,Blue,Dark,Dynamic|| Layered,https://www.wikiart.org/en/jorg-immendorff/marcel-s-salvation-1988
66,Richard William Hamilton,British,Pop Art,1922/2/24,2011/9/13,89.0,20th-21st,Pisces,United Kingdom,London,Europe,England,,Painting || Collage,,Unknown,Saint Martin's School of Art||Westminster School of Art||Royal Academy of Arts||Slade School of Art||University College London||Central School of Art||Design,1,0,https://uploads4.wikiart.org/images/richard-hamilton/swingeing-london-67-f-1969.jpg!PinterestSmall.jpg,Popular,Portraiture,Two People In A Car,Other,Dark,Balanced,https://www.wikiart.org/en/richard-hamilton/swingeing-london-67-f-1969
67,Judith Scott,United States,,1943/5/1,2005/5/15,62.0,20th-21st,Taurus,United States,Cincinnati,North America,United States,Dutch Flat,Sculpture,Abstract,Unknown,Creative Growth Art Center,0,0,https://uploads3.wikiart.org/00314/images/judith-scott/1993.jpeg!PinterestSmall.jpeg,Outsider,StillLife,Mixed Media Objects (Pencils|| Strings|| Beads),Other,Neutral,Horizontal Arrangement,https://www.wikiart.org/en/judith-scott/untitled-1993
68,Vivian Dorothy Maier,American,,1926/2/1,2009/4/21,83.0,20th-21st,Aquarius,United States,New York,North America,United States,Chicago,Photography,Other,Unknown,,0,0,https://uploads5.wikiart.org/images/vivian-maier/chicago-vivian-s-shadow-with-flags-july-1970-1970.jpg!PinterestSmall.jpg,Photography,Street,Newspaper|| Shadow,Black || White,Neutral,Geometric|| Centered,https://www.wikiart.org/en/vivian-maier/chicago-vivian-s-shadow-with-flags-july-1970-1970
69,Margareta Wechsler Medi Dinu,Romanian||Jewish,Classical,1908/12/22,2016/7/18,107.0,20th-21st,,Romania,Brezoi,Europe,Romania,Bucharest,Painting,Portrait || Other,Married,Academy of Belle Arte|| Bucharest,1,1,https://uploads2.wikiart.org/images/medi-wechsler-dinu/self-portrait.jpg!PinterestSmall.jpg,Impressionism,Portraiture,Woman,Other,Neutral,Central Focus,https://www.wikiart.org/en/medi-wechsler-dinu/self-portrait
70,Piero Dorazio,Italian,Color field||Lyrical Abstraction||Abstract Art,1927/6/27,2005/5/17,77.0,20th-21st,Cancer,Italy,Italy,Europe,Italy,Perugia,Painting,Abstract,Married,Ecole des Beaux-Arts||University of Pennsylvania School of Design,1,1,https://uploads4.wikiart.org/images/piero-dorazio/cercles-de-nuit-1992.jpg!PinterestSmall.jpg,Abstraction,Abstraction,Spirals,Blue || Red || Yellow || Green,Bright,Repetitive Pattern,https://www.wikiart.org/en/piero-dorazio/cercles-de-nuit-1992
71,James Rosenquist,American,Pop Art,1933/11/28,2017/5/31,83.0,20th-21st,Sagittarius,United States,Grand Forks,North America,United States,New York,Painting,,Unknown,Minneapolis School of Art||University of Minnesota||Art Students League,0,1,https://uploads6.wikiart.org/images/james-rosenquist/after-berlin-v-1999.jpg!PinterestSmall.jpg,Popular,Other,,Red || Yellow || White,Bright,Dynamic|| Swirling Forms,https://www.wikiart.org/en/james-rosenquist/after-berlin-v-1999
72,Abdul Mati Klarwein,French||German,Surrealism,1932/4/9,2002/5/7,70.0,20th-21st,Aries,Germany,Hamburg,Europe,Spain,Deia,Painting,Other || Landscape || Portrait,Married,Academie Julian|| Paris|| France||Ecole des Beaux-Arts|| Paris|| France,0,0,https://uploads7.wikiart.org/00218/images/abdul-mati-klarwein/landing-strip-1984-1.jpg!PinterestSmall.jpg,Realism,Landscape,River|| Landmass,Green,Dark,Asymmetrical,https://www.wikiart.org/en/abdul-mati-klarwein/landing-strip-1984
73,Gregoire Johannes Boonzaier,South African,Cape Impressionism,1909/7/31,2005/4/22,95.0,20th-21st,Leo,South Africa,Newlands,Africa,South Africa,Onrus,Painting,Landscape || Portrait || Other,Married,Heatherley School of Fine Art||Central School of Art||Design,1,0,https://uploads7.wikiart.org/images/gregoire-boonzaier/self-portrait-1961.jpg!PinterestSmall.jpg,Impressionism,Portraiture,Human Figure,Green || Red || Brown,Neutral,Centralized Composition,https://www.wikiart.org/en/gregoire-boonzaier/self-portrait-1961
74,Georges Mathieu,French,Lyrical Abstraction,1921/1/27,2012/6/10,91.0,20th-21st,Aquarius,France,Boulogne-sur-Mer,Europe,France,Boulogne-Billancourt,Painting || Other,Abstract,Unknown,,0,0,https://uploads4.wikiart.org/images/georges-mathieu/agra-1970.jpg!PinterestSmall.jpg,Abstraction,Abstraction,Geometric Shapes|| Lines,Red,Bright,Dynamic|| Asymmetrical,https://www.wikiart.org/en/georges-mathieu/agra-1970
75,Clifford Possum Tjapaltjarri,Australian,Western Desert Art Movement,1905/4/15,2002/6/21,97.0,20th-21st,Aries,Australia,Napperby,Oceania,Australia,Alice Springs/Stuart,Painting,,Unknown,,0,1,https://uploads5.wikiart.org/00335/images/clifford-possum-tjapaltjarri/r-ve-etoile-2001.jpg!PinterestSmall.jpg,Outsider,Abstraction,Stars,White || Red || Yellow,Dark,Centralized With A Focus On A Large Star||Smaller Surrounding Stars,https://www.wikiart.org/en/clifford-possum-tjapaltjarri/reve-etoile-2001
76,Walter Joseph De Maria,American,Minimal art||Conceptual art||Land art,1935/10/1,2013/7/25,77.0,20th-21st,Libra,United States,Albany,North America,United States,Los Angeles,Sculpture || Illustration || Other,,Married,University of California|| Berkeley||,0,0,https://uploads7.wikiart.org/images/walter-de-maria/art-by-telephone-1967.jpg!PinterestSmall.jpg,Conceptual,StillLife,Telephone|| Shoes|| Sign,Brown,Neutral,Central Placement,https://www.wikiart.org/en/walter-de-maria/art-by-telephone-1967
77,David Robert Jones,British,Glam Rock,1947/1/8,2016/1/10,69.0,20th-21st,,United Kingdom,Brixton,Europe,United States,New York,Other,Other,Remarried,,0,43,https://uploads8.wikiart.org/00282/images/david-bowie/self-portrait.jpg!PinterestSmall.jpg,Modernism,Portraiture,Human Face,Other,Dark,Central Focus,https://www.wikiart.org/en/david-bowie/self-portrait-1996-0
78,Hedda Sterne,Romanian||Jewish||American,Abstract Expressionism||Surrealism,1910/8/4,2011/4/8,100.0,20th-21st,Leo,Romania,Bucharest,Europe,United States,Manhattan,Painting,,Married,,0,0,https://uploads6.wikiart.org/images/hedda-sterne/machine-5-1950.jpg!PinterestSmall.jpg,Abstraction,Other,Geometric Shapes|| Mechanical Structures,Orange,Bright,Asymmetrical|| Complex,https://www.wikiart.org/en/hedda-sterne/machine-5-1950
79,Andrew Newell Wyeth,American,Regionalism,1917/7/12,2009/1/16,91.0,20th-21st,Cancer,United States,Chadds Ford,North America,United States,Chadds Ford,Painting,Other,Married,,0,0,https://uploads2.wikiart.org/images/andrew-wyeth/not-detected-267572.jpg!PinterestSmall.jpg,Realism,Portraiture,Seated Figure With Leaves Or Antlers,Brown,Neutral,Central Placement With Surrounding Elements,https://www.wikiart.org/en/andrew-wyeth/not-detected-39
80,Bernhard Bernd Becher||Hilla Becher,German,Conceptual art||New Topographics,1934/9/2,2015/10/10,81.0,20th,Taurus,Germany,Siegen||Potsdam,Europe,,,Photography || Painting || Other,Other,Married,Staatliche Akademie der Bildenden Künste Stuttgart||Kunstakademie Düsseldorf,0,2,https://uploads5.wikiart.org/00308/images/bernd-und-hilla-becher/aufbereitungsanlagen-2008.jpg!PinterestSmall.jpg,Conceptual,Architecture,Buildings,Black || White,Neutral,Grid Layout,https://www.wikiart.org/en/bernd-und-hilla-becher/aufbereitungsanlagen-2007
81,Karl Benjamin,American,Abstract Classicism,1925/12/29,2012/7/26,86.0,20th-21st,,United States,Chicago,North America,United States,Claremont,Painting,Other,Married,Northwestern University||Claremont Graduate University,1,0,https://uploads5.wikiart.org/images/karl-benjamin/yellow-landscape-1953.jpg!PinterestSmall.jpg,Abstraction,Landscape,Geometric Shapes,Yellow,Bright,Asymmetrical,https://www.wikiart.org/en/karl-benjamin/yellow-landscape-1953
82,John Angus Chamberlain,American,Abstract Expressionism,1927/4/16,2011/12/21,84.0,20th-21st,Aries,United States,Rochester,North America,United States,Manhattan,Sculpture,Other,Unknown,Art Institute of Chicago||Black Mountain College,0,0,https://uploads2.wikiart.org/images/john-chamberlain/s-1959.jpg!PinterestSmall.jpg,Abstraction,Other,,Other,,,https://www.wikiart.org/en/john-chamberlain/s-1959
83,William-Adolphe Bouguereau,French,Academic,1825/11/30,1905/8/19,79.0,19th-20th,Sagittarius,France,La Rochelle,Europe,,,Painting,Other || Mythological,Unknown,école des Beaux-Arts,0,0,https://uploads2.wikiart.org/images/william-adolphe-bouguereau/the-little-knitter-1882.jpg!PinterestSmall.jpg,Realism,Portraiture,Child,Other,Soft,Centralized,https://www.wikiart.org/en/william-adolphe-bouguereau/the-little-knitter-1882
84,Frida Kahlo,Mexican,Mexicayotl||Surrealism||Magical Realism,1907/7/6,1954/7/13,47.0,20th,Gemini,Mexico,Coyoacán,North America,,,Painting,Portrait || Other,Unknown,Escuela Nacional de Pintura|| Escultura y Grabado La Esmeralda,0,0,https://uploads6.wikiart.org/images/magdalena-carmen-frieda-kahlo-y-calder脙鲁n-de-rivera/henry-ford-hospital-the-flying-bed-1932.jpg!PinterestSmall.jpg,Other,Portraiture,Woman On A Bed,Other,Dark,Centralized,
85,Mary Frances Pratt,Canadian,Realism,1935/3/15,,,,Pisces,Canada,Fredericton,North America,,,Painting,Other,Unknown,,0,0,https://uploads1.wikiart.org/images/mary-pratt/hollowed-eggs-for-easter-1983.jpg!PinterestSmall.jpg,Realism,StillLife,Eggs|| Plastic Bag,Blue,Neutral,Centered,https://www.wikiart.org/en/mary-pratt/hollowed-eggs-for-easter-1983
86,Mark George Tobey,American,Abstract Expressionism,1890/12/11,1976/4/24,85.0,19th-20th,Scorpio,United States,Centerville,North America,Switzerland,Basel,Painting,,Unknown,Art Institute of Chicago||The Cornish School,0,0,https://uploads5.wikiart.org/images/mark-tobey/calligraphic-still-life-no-3-1958.jpg!PinterestSmall.jpg,Abstraction,StillLife,Geometric Shapes,Grey,Neutral,Minimalistic,https://www.wikiart.org/en/mark-tobey/calligraphic-still-life-no-3-1958
87,Romero Britto,Brazilian,Cubism||Pop Art||Graffiti,1963/10/6,,,,Gemini,Brazil,Recife,South America,,,Painting || Sculpture || Other,,Unknown,,0,0,https://uploads0.wikiart.org/images/romero-britto/we-love-rauschenberg-2007.jpg!PinterestSmall.jpg,Popular,Portraiture,Human Figure,Other,Vibrant,Bold Outlines|| Flat Colors,https://www.wikiart.org/en/romero-britto/we-love-rauschenberg-2007
88,Hito Steyerl,German,,1966/1/1,,,,,Germany,Munich,Europe,,,Other,Other,Unknown,Academy of Fine Arts Vienna||Japan Institute of the Moving Image||University of Television||Film Munich,0,0,https://uploads0.wikiart.org/00333/images/hito-steyerl/power-plants-2019.jpeg!PinterestSmall.jpeg,Conceptual,Other,,Other,,,https://www.wikiart.org/en/hito-steyerl/power-plants-2019
89,Jenny Saville,British,Young British Artists,1970/5/7,,,,Cancer,England,Cambridge,Europe,,,Painting,Nude,Unknown,Lilley||Stone School||Glasgow School of Art||University of Cincinnati,0,0,https://uploads0.wikiart.org/00205/images/jenny-saville/one-out-of-two-symposium-2016.jpg!PinterestSmall.jpg,Modernism,Figuration,Human Figures,Other,Dark,Overlapping Forms,https://www.wikiart.org/en/jenny-saville/one-out-of-two-symposium-2016
90,Alison Knowles,American,Fluxus,1905/4/16,,,,,,,,,,Other || Performance,Other,Unknown,Pratt Institute,0,0,https://uploads7.wikiart.org/images/alison-knowles/by-alison-knowles-1965.jpg!PinterestSmall.jpg,Modernism,Other,,Other,,,https://www.wikiart.org/en/alison-knowles/by-alison-knowles-1965
91,Pat Steir,American,Conceptual Art||Minimalism,1905/4/23,,,,,United States,Newark,North America,,,Painting || Printmaking || Installation,Abstract,Unknown,Pratt Institute||Boston University College of Fine Arts,0,0,https://uploads7.wikiart.org/images/pat-steir/long-chart-large-chart-1978.jpg!PinterestSmall.jpg,Abstraction,Other,,Other,,,https://www.wikiart.org/en/pat-steir/long-chart-large-chart-1978
92,Alberto Burri,Italian,Neo-Dada||Nouveau réalisme||Postminimalism||Arte Povera,1915/3/12,1995/2/13,79.0,20th,Sagittarius,Italy,Città di Castello,Europe,,,Painting || Sculpture,,Unknown,,0,0,https://uploads0.wikiart.org/images/alberto-burri/red-plastic-1961.jpg!PinterestSmall.jpg,Abstraction,Other,Abstract Forms,Red,Dark,Central Focus,https://www.wikiart.org/en/alberto-burri/red-plastic-1961
93,Olafur Eliasson,Icelandic||Danish,,,,,,,Denmark,Copenhagen,Europe,,,Sculpture || Installation,,Unknown,Royal Danish Academy of Fine Arts,0,0,https://uploads6.wikiart.org/images/olafur-eliasson/beauty-1993.jpg!PinterestSmall.jpg,Other,Medium,Light Projection,Other,Dark,Central Focus,https://www.wikiart.org/en/olafur-eliasson/beauty-1993
94,Richard Dean Tuttle,American,Postminimalism,1941/7/12,,,,Sagittarius,United States,Rahway,North America,,,Sculpture || Painting || Drawing || Printmaking || Other || Installation,,Unknown,Trinity College||Cooper Union,0,0,https://uploads8.wikiart.org/images/richard-tuttle/drift-iii-1965.jpg!PinterestSmall.jpg,Abstraction,Abstraction,Shapes,Green || Purple,Neutral,Minimalist,https://www.wikiart.org/en/richard-tuttle/drift-iii-1965
95,Vasily Vasilyevich Vereshchagin,Russian,Realism,1842/10/26,1904/4/13,61.0,19th-20th,Scorpio,Russia,Cherepovets,Europe,,,Painting,Other,Unknown,Alexander Cadet Corps|| Sea Cadet Corps at St Petersburg|| St Petersburg Academy|| Paris under Jean-Léon Gér?me,0,0,https://uploads2.wikiart.org/images/vasily-vereshchagin/triumph-1872.jpg!PinterestSmall.jpg,Realism,Architecture,Mosque|| People|| Camels,Blue,Neutral,Centralized,https://www.wikiart.org/en/vasily-vereshchagin/triumph-1872
96,László Mednyánszky,Hungarian,,1852/4/23,1919/4/17,66.0,19th-20th,Taurus,Kingdom of Hungary,Beckó,Europe,Austria,Vienna,Painting,,Unknown,Akademie der Bildenden Künste||école des Beaux-Arts,0,0,https://uploads6.wikiart.org/images/laszlo-mednyanszky/landscape-in-the-alps-view-from-the-rax-1900.jpg!PinterestSmall.jpg,Impressionism,Landscape,Mountains|| Fields|| Sky,Green,Bright,Horizontal,https://www.wikiart.org/en/laszlo-mednyanszky/landscape-in-the-alps-view-from-the-rax-1900
97,Balcomb Greene,,Abstract Art||Modernism,1904/5/22,1905/6/12,85.0,20th,Gemini,United States,Millville,North America,,,Painting,Abstract || Landscape || Other,Unknown,Syracuse University||Columbia University||Académie de la Grande Chaumière||New York University,0,0,https://uploads4.wikiart.org/images/balcomb-greene/untitled-35-14-1935.jpg!PinterestSmall.jpg,Abstraction,StillLife,Geometric Shapes,Other,Neutral,Collage,https://www.wikiart.org/en/balcomb-greene/untitled-35-14-1935
98,Wolfgang Tillmans,German,Contemporary photography,1968/8/16,,,,Leo,Germany,Remscheid,Europe,,,Photography,Portrait,Unknown,Bournemouth||Poole College of Art||Design,0,0,https://uploads5.wikiart.org/00126/images/volfgang-tilmans/dm9r-hhusya.jpg!PinterestSmall.jpg,Other,Portraiture,Two People,Other,Soft,Symmetrical,https://www.wikiart.org/en/wolfgang-tillmans/dm9r-hhusya
99,Julie Mehretu,,,,,,,,Ethiopia,Addis Ababa,Africa,,,Painting || Drawing || Printmaking,Abstract,Unknown,Kalamazoo College||Cheikh Anta Diop University||Rhode Island School of Design,0,0,https://uploads1.wikiart.org/images/julie-mehretu/excerpt-riot-2003.jpg!PinterestSmall.jpg,Other,Other,,White,Neutral,Dynamic,https://www.wikiart.org/en/julie-mehretu/excerpt-riot-2003
100,Konstantin Yegorovich Makovsky,Russian,Peredvizhniki||Academic art||Russian Impressionism,1839/6/20,1915/9/17,76.0,19th-20th,Gemini,Russia,Moscow,Europe,Russia,Saint Petersburg,Painting,Other || Portrait,Unknown,Moscow School of Painting|| Sculpture||Architecture||Imperial Academy of Arts,0,0,https://uploads2.wikiart.org/images/konstantin-makovsky/prince-repin-at-the-banquet-of-ivan-the-terrible.jpg!PinterestSmall.jpg,Modernism,History,People|| Tables|| Food,Red,Dark,Central Focus With Depth,https://www.wikiart.org/en/konstantin-makovsky/prince-repin-at-the-banquet-of-ivan-the-terrible
101,Gerhard Richter,German,,1932/2/9,,,,Virgo,Germany,Dresden,Europe,,,Painting || Photography || Other,Abstract || Other,Unknown,Dresden Academy of Fine Arts,0,0,https://uploads6.wikiart.org/images/gerhard-richter/mund-mouth-brigitte-bardot-s-lips-1963.jpg!PinterestSmall.jpg,Popular,StillLife,Lips,Brown,Neutral,Asymmetrical,https://www.wikiart.org/en/gerhard-richter/mund-mouth-brigitte-bardot-s-lips-1963
102,Peter Dreher,German,Neue Sachlichkeit||Die Brücke,1932/8/26,,,,Virgo,Germany,Mannheim,Europe,,,Painting,Other,Unknown,Academy of Fine Arts|| Karlsruhe,0,0,https://uploads3.wikiart.org/images/peter-dreher/day-by-day-good-day-nr-1552-night-1997.jpg!PinterestSmall.jpg,Realism,StillLife,Glass,Other,Bright,Centered,https://www.wikiart.org/en/peter-dreher/day-by-day-good-day-nr-1552-night-1997
